parser,doc_id,id,gold,pred,score,ok,match_type,verdict,overconfident,judge_reason,missing_points,superfluous_points
textin,Hanwha_Integration_Guide,27,Motion events.,Motion events,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,Hanwha_Integration_Guide,28,Use the NVR’s Auto Search under Settings > Camera > Camera.,Use Auto Search under Settings>Camera>Camera on Turing Smart NVR to find the camera's IP address.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,29,Yes—connect it directly to the LAN for steps 1 through 4.,"Yes; for steps 1-4, connect your camera directly to LAN",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,30,Basic > Video Profile.,Basic > Video Profile,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,Hanwha_Integration_Guide,31,Create a new password when prompted and click Apply to initialize.,Create a new password for your camera; click Apply to initialize camera(s),0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,32,H.264.,H.264,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,Hanwha_Integration_Guide,33,H.264.,H.264,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,Hanwha_Integration_Guide,34,1280x720 (720P).,1280x720 (720P),1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,Hanwha_Integration_Guide,35,Less than 3MP (2MP recommended).,Less than 3MP (2MP is recommended),1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,Hanwha_Integration_Guide,36,15 fps for both.,15,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,Hanwha_Integration_Guide,37,30 for both streams.,30,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,Hanwha_Integration_Guide,38,Choose CBR for both streams.,CBR,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,Hanwha_Integration_Guide,39,≤ 2048.,Less than or equal to 2048,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,Hanwha_Integration_Guide,40,≤ 768.,Less than or equal to 768,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,Hanwha_Integration_Guide,41,Analytics > Motion Detection.,"Go to Analytics > Motion Detection; click the Enable motion detection checkbox; edit detection area, level of detection, sensitivity and minimum duration as desired; click Apply to save all settings",1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,Hanwha_Integration_Guide,42,Enable motion detection.,Enable motion detection checkbox,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,Hanwha_Integration_Guide,43,"Detection area, level of detection, sensitivity, and minimum duration.",detection area; level of detection; sensitivity; minimum duration,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,Hanwha_Integration_Guide,44,Click Apply.,Click Apply to save all settings,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,Hanwha_Integration_Guide,45,Setup > Camera > Camera.,Setup>Camera>Camera,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,46,Click Modify.,Modify,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,Hanwha_Integration_Guide,47,Click Save.,Click Save,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,Hanwha_Integration_Guide,48,Wisenet’s Device Manager.,use Wisenet’s Device Manager to initialize and modify network settings,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,Hanwha_Integration_Guide,49,Yes—connect the Hanwha camera to a PoE port on the Turing Smart NVR.,"Yes, you can connect your Hanwha camera directly to one of the POE ports on the back of the Turing Smart NVR.",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,50,H.264 profile as Main Stream; H.265 profile as Sub Stream.,H.264 profile is Main Stream; H.265 profile is Sub Stream,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,Hanwha_Integration_Guide,51,No—the NVR does not use the MJPEG profile.,MJPEG profile is not used by the NVR.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,52,"Use H.264 compression, less than 3MP (2MP recommended), 15 fps, frame interval 30, CBR, and ≤ 2048 bit rate.",Set Main Stream to H.264; resolution less than 3MP (2MP recommended); frame rate 15; frame interval 30; bitrate type CBR; bit rate less than or equal to 2048.,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,Hanwha_Integration_Guide,53,"H.264 compression, 1280x720 resolution, 15 fps, frame interval 30, CBR, and ≤ 768 bit rate.",Video Compression: H.264; Resolution: 1280x720 (720P); Frame Rate: 15; Frame Interval: 30; Bitrate Type: CBR; Bit Rate: Less than or equal to 768,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,Hanwha_Integration_Guide,54,"Access the camera UI, initialize the camera, adjust encoding, and enable motion detection.",Access Camera’s Web UI; Initialize Camera; Verify/Modify Camera Encoding Settings; Enable Motion Detection,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,55,Type the camera’s IP address into your web browser’s search bar.,Locate your camera's IP address; enter the IP address into your browser search bar to access the camera's web UI.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,56,Motion detection must be enabled in Analytics > Motion Detection.,Motion detection must be enabled on the camera,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,57,Under Analytics > Motion Detection; adjust the Sensitivity control.,Go to Analytics > Motion Detection; edit the sensitivity as desired; click Apply to save settings,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,58,Under Analytics > Motion Detection; edit the Detection area.,Go to Analytics > Motion Detection; edit the detection area as desired,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,Hanwha_Integration_Guide,59,Adjust the Level of detection in the Motion Detection settings.,Go to Analytics > Motion Detection; edit the level of detection and sensitivity as desired,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,60,Adjust Minimum duration under Motion Detection.,Go to Analytics > Motion Detection in the camera's web UI; edit the minimum duration as desired; click Apply to save settings.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,61,"Click Modify, then enter the camera’s username and password, and click Save.",Edit the username and password fields; click Save,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,62,Yes—open a browser and enter the NVR’s IP address.,"Yes, you need to enter the NVR's IP address into a web browser to access its web UI and log in.",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,63,Yes—there is an Installation Video link in the guide.,Yes; there is an installation video linked from the guide,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,64,Motion events only.,Turing Smart NVR and Turing Vision only support Motion events from Hanwha cameras at this time.,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,65,sales@turingvideo.com,sales@turingvideo.com,1.0,1,exact,correct,0,rule:exact,,
textin,Hanwha_Integration_Guide,66,877-730-8222,877-730-8222,1.0,1,exact,correct,0,rule:exact,,
textin,Hanwha_Integration_Guide,67,During steps 1 through 4 of the installation process.,"For steps 1-4, connect your camera directly to LAN during setup",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,68,Set the Sub Stream to 1280x720 (720P).,Sub Stream should be set to 1280x720 (720P) to minimize bandwidth while keeping compatibility.,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,Hanwha_Integration_Guide,69,The Main Stream (less than 3MP; 2MP recommended).,Main Stream,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,Hanwha_Integration_Guide,70,CBR.,CBR,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,Hanwha_Integration_Guide,71,Less than or equal to 2048.,Less than or equal to 2048,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,Hanwha_Integration_Guide,72,Less than or equal to 768.,Less than or equal to 768,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,Hanwha_Integration_Guide,73,Increase the Level of detection or adjust Sensitivity in Motion Detection.,"Edit the detection area, level of detection, sensitivity and minimum duration in Analytics > Motion Detection",0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,74,Edit the Detection area in Motion Detection.,Edit the detection area in Analytics > Motion Detection to ignore motion in specific parts of the scene,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,75,Basic > Video Profile.,Go to Basic > Video Profile,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,Hanwha_Integration_Guide,76,H.264 profile maps to Main Stream; H.265 profile maps to Sub Stream.,"On the Turing NVR, 'H.264' profile is Main Stream and 'H.265' profile is Sub Stream.",1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,Hanwha_Integration_Guide,77,H.264.,H.264,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,Hanwha_Integration_Guide,78,H.264.,H.264,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,Hanwha_Integration_Guide,79,Auto Search under Settings > Camera > Camera.,Auto Search under Settings>Camera>Camera,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,80,Verify/modify the camera encoding settings.,Verify or modify the camera encoding settings,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,Hanwha_Integration_Guide,81,Enable motion detection.,"Go to Analytics > Motion Detection; click the Enable motion detection checkbox; edit detection area, level of detection, sensitivity and minimum duration as desired; click Apply to save all settings",1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,Hanwha_Integration_Guide,82,Click Apply.,Click Apply to save all settings,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,Hanwha_Integration_Guide,83,"Setup > Camera > Camera, then select a channel and click Modify.",Setup>Camera>Camera,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,84,The camera’s username and password.,username; password,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,85,"H.264 compression, ≤3MP (2MP recommended), 15 fps, frame interval 30, CBR, and ≤ 2048 bit rate.",Video Compression: H.264; Resolution: Less than 3MP (2MP recommended); Frame Rate: 15; Frame Interval: 30; Bitrate Type: CBR; Bit Rate: Less than or equal to 2048,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,Hanwha_Integration_Guide,86,"Use the Sub Stream set to 1280x720, 15 fps, frame interval 30, CBR, ≤ 768 bit rate.","Clients should view the Sub Stream; settings: H.264, 1280x720 resolution, 15 fps, 30 frame interval, CBR, bitrate ≤768",1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,Hanwha_Integration_Guide,87,It controls how long motion must persist before an event is triggered.,NOT_FOUND,0.0,0,llm-rubric,incorrect,0,judge-parse-error,,
textin,Hanwha_Integration_Guide,88,"Detection area and Sensitivity (and if needed, Level of detection).",detection area; sensitivity,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,89,Smart VCA events—only Motion events are supported at this time.,Smart VCA Events; only Motion events are supported,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,Hanwha_Integration_Guide,90,"Access the camera UI, initialize it, set encoding to the recommended values, enable motion detection, then add it to the NVR and save.",Access camera's web UI; initialize camera; verify/modify encoding settings; enable motion detection; connect and add camera(s) to Turing NVR,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,91,Auto Search (Settings > Camera > Camera).,Use Auto Search under Settings>Camera>Camera on Turing Smart NVR to find your camera's IP address,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,92,Click Apply.,Click Apply to save all settings,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,Hanwha_Integration_Guide,93,The Main Stream (2MP recommended).,Main Stream,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,Hanwha_Integration_Guide,94,The Sub Stream.,Sub Stream,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,Hanwha_Integration_Guide,95,Confirm the camera’s username and password in the channel configuration and save.,username; password,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,96,Enter the camera’s IP address into a web browser to open the web UI.,Enter the camera's IP address into a browser search bar,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,97,Under Basic > Video Profile.,Basic > Video Profile,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,Hanwha_Integration_Guide,98,Enable motion detection in Analytics > Motion Detection.,Enable motion detection on the camera,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,Hanwha_Integration_Guide,99,Yes—https://turing.ai/,https://turing.ai/,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,Hanwha_Integration_Guide,100,877‑730‑8222,877-730-8222,0.0,0,llm-rubric,incorrect,1,judge-parse-error,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,1,2828713001.,2828713001,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,2,3580339001.,3580339001,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,3,3700353001.,3700353001,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,4,2828778001.,2828778001,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,5,3132877001.,3132877001,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,6,3550284001.,3550284001,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,7,2824604001.,2824604001,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,8,3132864001.,3132864001,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,9,3800191001.,3800191001,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,10,3660637001.,3660637001,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,11,2828712001.,2828712001,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,12,3708327001.,3708327001,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,13,5700015005.,5700015005,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,14,3132869001.,3132869001,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,15,3132880001.,3132880001,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,16,3580338001.,3580338001,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,17,3553887001.,3553887001,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,18,3132863001.,3132863001,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,19,5650597001.,5650597001,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,20,5690254001.,5690254001,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,21,3553891001.,3553891001,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,22,2828720001.,2828720001,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,23,3128734001.,3128734001,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,24,5680028001.,5680028001,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,25,5630003010.,5630003010,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,26,37.,37,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,27,1.,1,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,28,1.,1,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,29,2.,2,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,30,1.,1,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,31,3.,3,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,32,1.,1,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,33,1.,1,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,34,1.,1,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,35,1.,1,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,36,1.,1,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,37,1.,1,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,38,2.,2,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,39,1.,1,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,40,2.,2,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,41,1.,1,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,42,1.,1,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,43,1.,1,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,44,2.,2,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,45,1.,1,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,46,1.,1,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,47,2.,2,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,48,2.,2,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,49,1.,1,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,50,1.,1,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,51,2.,2,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,52,2.,2,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,53,1.,1,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,54,2.,2,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,55,1.,1,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,56,1.,1,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,57,1.,1,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,58,1.,1,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,59,1.,1,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,60,1.,1,1.0,1,numeric≈,correct,0,rule:numeric≈,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,61,Screw (item 1).,Screw,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,62,Rear Cover Assembly (item 2).,Rear Cover Assembly,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,63,Center Bushing (item 3).,Center Bushing,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,64,Washer (item 4).,Washer,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,65,Connecting Rod Assembly (item 5).,Connecting Rod Assembly,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,66,Guide Blade (item 6).,Guide Blade,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,67,Gear Pin (item 7).,Gear Pin,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,68,Lever ASSY (item 8).,Lever ASSY,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,69,Right Cover (item 9).,Right Cover,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,70,Poly V-Belt (item 10).,Poly V-Belt,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
textin,SSA1200_EGO_SNOW-SHOVEL-ATTACHMENT_22-0519_EXPLOSION-DIAGRAM_VERSION-A,71,Tension Spring (item 11).,Tension Spring,1.0,1,fuzzy≥90,correct,0,rule:fuzzy≥90,,
